Name;Aktuierung Bein 1;;;;;;Aktuierung Bein 2;;;;;;Aktuierung Bein 3;;;;;;Rangverlust Plattform-FG;Wertebereich freie Winkel
P3RRRRRR10V2G2P1A3;0;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;
P3RRRRRR10V2G2P2A1;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;
P3RRRRRR10V2G2P2A2;1;0;1;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;
P3RRRRRR10V2G2P2A3;0;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;
P3RRRRRR10V2G2P3A1;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;
P3RRRRRR10V2G2P3A2;1;0;1;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;
P3RRRRRR10V2G2P3A3;0;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;
P3RRRRRR10V2G2P8A1;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;
P3RRRRRR10V2G2P8A2;1;0;1;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;
P3RRRRRR10V2G2P8A3;0;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;
P3RRRRRR10V2G2P9A1;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;
P3RRRRRR10V2G2P9A2;1;0;1;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;
P3RRRRRR10V2G2P9A3;0;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;
P3RRRRRR10V2G3P10A1;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;
P3RRRRRR10V2G3P10A2;1;0;1;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;
P3RRRRRR10V2G3P10A3;0;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;
P3RRRRRR10V2G3P1A1;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;
P3RRRRRR10V2G3P1A2;1;0;1;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;
P3RRRRRR10V2G3P1A3;0;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;
P3RRRRRR10V2G3P2A1;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;
P3RRRRRR10V2G3P2A2;1;0;1;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;
P3RRRRRR10V2G3P2A3;0;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;
P3RRRRRR10V2G3P3A1;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;
P3RRRRRR10V2G3P3A2;1;0;1;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;
P3RRRRRR10V2G3P3A3;0;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;
P3RRRRRR10V2G3P8A1;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;
P3RRRRRR10V2G3P8A2;1;0;1;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;
P3RRRRRR10V2G3P8A3;0;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;
P3RRRRRR10V2G3P9A1;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;
P3RRRRRR10V2G3P9A2;1;0;1;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;
P3RRRRRR10V2G3P9A3;0;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;
P3RRRRRR10V2G4P10A1;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;
P3RRRRRR10V2G4P10A2;1;0;1;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;
P3RRRRRR10V2G4P10A3;0;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;
P3RRRRRR10V2G4P1A1;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;
P3RRRRRR10V2G4P1A2;1;0;1;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;
P3RRRRRR10V2G4P1A3;0;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;
P3RRRRRR10V2G4P2A1;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;
P3RRRRRR10V2G4P2A2;1;0;1;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;
P3RRRRRR10V2G4P2A3;0;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;
P3RRRRRR10V2G4P3A1;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;
P3RRRRRR10V2G4P3A2;1;0;1;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;
P3RRRRRR10V2G4P3A3;0;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;
P3RRRRRR10V2G4P8A1;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;
P3RRRRRR10V2G4P8A2;1;0;1;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;
P3RRRRRR10V2G4P8A3;0;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;
P3RRRRRR10V2G4P9A1;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;
P3RRRRRR10V2G4P9A2;1;0;1;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;
P3RRRRRR10V2G4P9A3;0;1;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;
